,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
1435,14126,06,11,16,17,22,27,01
1436,14125,10,11,15,26,31,32,06
1437,14124,02,17,20,24,31,33,04
1438,14123,01,06,11,17,28,33,05
1439,14122,06,09,11,16,20,29,11
1440,14121,01,02,13,22,28,30,09
1441,14120,01,07,12,16,23,28,04
1442,14119,06,13,17,20,26,29,09
1443,14118,05,07,15,18,26,30,03
1444,14117,05,10,17,25,28,29,04
1445,14116,09,10,14,15,19,29,16
1446,14115,01,09,10,11,13,32,03
1447,14114,02,07,23,30,32,33,10
1448,14113,12,14,28,31,32,33,07
1449,14112,01,15,16,21,24,30,03
1450,14111,02,08,17,20,22,28,02
1451,14110,01,08,11,13,19,30,06
1452,14109,02,05,11,15,19,28,02
1453,14108,03,08,09,20,23,28,02
1454,14107,11,14,17,22,25,27,16
1455,14106,09,14,17,18,21,25,15
1456,14105,14,16,17,19,27,32,04
1457,14104,02,06,12,19,27,28,13
1458,14103,03,08,09,10,18,33,04
1459,14102,14,16,21,24,28,31,13
1460,14101,16,18,20,23,24,32,07
1461,14100,01,06,09,10,14,16,11
1462,14099,01,05,10,11,13,32,14
1463,14098,02,13,17,20,29,31,07
1464,14097,07,13,24,25,27,32,15
1465,14096,12,14,17,19,22,24,08
1466,14095,05,06,08,14,22,31,08
1467,14094,01,10,18,20,23,29,01
1468,14093,02,08,09,10,20,29,05
1469,14092,03,13,18,19,22,26,07
1470,14091,01,05,12,19,27,29,14
1471,14090,05,09,11,19,24,32,13
1472,14089,04,06,14,17,27,30,09
1473,14088,03,06,11,14,16,29,15
1474,14087,06,18,22,23,32,33,06
1475,14086,02,04,10,12,14,30,08
1476,14085,01,02,11,19,23,29,08
1477,14084,01,06,09,10,13,25,08
1478,14083,05,06,19,21,23,33,12
1479,14082,02,04,20,25,26,29,11
1480,14081,08,14,22,24,27,29,10
1481,14080,05,14,16,17,25,30,07
1482,14079,02,07,16,22,27,28,02
1483,14078,02,03,05,06,09,17,07
1484,14077,08,09,12,15,19,22,10
1485,14076,06,10,12,17,18,33,11
1486,14075,03,09,11,22,27,29,06
1487,14074,01,03,06,13,30,31,12
1488,14073,01,12,16,20,30,33,02
1489,14072,01,03,07,13,19,32,16
1490,14071,02,04,12,17,22,25,14
1491,14070,01,07,09,19,28,29,07
1492,14069,05,12,17,19,25,30,11
1493,14068,04,12,13,22,27,29,16
1494,14067,01,06,07,17,18,23,06
1495,14066,02,05,15,17,18,21,16
1496,14065,03,04,05,08,10,22,06
1497,14064,02,09,15,16,29,32,14
1498,14063,03,08,17,21,22,31,16
1499,14062,06,09,15,24,25,26,09
1500,14061,02,14,17,27,28,31,08
1501,14060,03,05,14,18,25,33,06
1502,14059,05,08,12,13,23,25,13
1503,14058,02,03,12,13,14,25,11
1504,14057,02,04,12,18,23,31,08
1505,14056,01,11,18,20,28,29,01
1506,14055,02,09,14,19,21,30,04
1507,14054,01,04,05,11,29,30,14
1508,14053,14,17,19,22,26,31,02
1509,14052,09,13,15,28,30,33,08
1510,14051,10,16,19,21,23,24,13
1511,14050,03,17,23,25,26,32,13
1512,14049,06,07,16,17,23,32,06
1513,14048,06,09,16,17,24,25,16
1514,14047,08,10,11,12,19,29,15
1515,14046,02,10,11,17,18,22,10
1516,14045,02,04,09,11,19,22,15
1517,14044,04,09,21,27,28,33,12
1518,14043,02,05,09,14,24,33,09
1519,14042,12,15,20,25,28,33,14
1520,14041,07,11,16,18,21,22,02
1521,14040,03,04,06,11,12,15,08
1522,14039,03,11,15,19,20,31,07
1523,14038,04,07,22,23,24,33,16
1524,14037,06,13,14,24,25,30,07
1525,14036,01,07,08,09,11,22,03
1526,14035,07,08,09,17,32,33,06
1527,14034,01,03,04,08,25,31,06
1528,14033,05,13,23,28,32,33,12
1529,14032,01,02,14,22,29,33,07
1530,14031,04,10,16,17,21,27,14
1531,14030,12,18,19,23,24,30,10
1532,14029,02,07,14,16,21,29,14
1533,14028,06,16,21,27,30,32,05
1534,14027,08,10,14,16,30,31,01
1535,14026,01,02,05,06,11,23,14
1536,14025,01,05,10,14,16,30,16
1537,14024,08,10,16,20,23,30,09
1538,14023,07,09,13,17,21,22,10
1539,14022,04,06,07,10,21,26,16
1540,14021,08,10,15,17,22,29,12
1541,14020,09,14,17,23,24,25,15
1542,14019,02,10,15,19,20,21,07
1543,14018,13,17,18,21,30,33,15
1544,14017,04,06,07,14,25,26,10
1545,14016,02,03,07,13,21,24,08
1546,14015,02,11,19,30,32,33,09
1547,14014,04,09,19,22,25,29,15
1548,14013,05,09,13,15,17,21,13
1549,14012,01,08,11,19,21,24,08
1550,14011,09,10,13,14,21,32,02
1551,14010,05,07,08,20,31,33,11
1552,14009,08,09,19,20,25,32,16
1553,14008,05,14,16,21,29,30,12
1554,14007,08,10,12,14,18,28,14
1555,14006,03,04,07,17,21,27,14
1556,14005,15,18,23,27,32,33,04
1557,14004,01,04,19,22,24,25,15
1558,14003,06,10,11,28,30,33,12
1559,14002,04,21,23,31,32,33,04
1560,14001,03,09,15,20,27,29,01
1561,13154,07,11,14,19,24,29,05
1562,13153,08,11,13,18,28,33,10
1563,13152,04,06,14,16,18,29,05
1564,13151,03,09,10,19,28,33,09
1565,13150,01,15,16,25,26,29,10
1566,13149,09,18,25,26,30,32,11
1567,13148,06,11,12,14,17,22,01
1568,13147,02,15,16,17,19,30,08
1569,13146,08,20,25,30,32,33,01
1570,13145,06,10,13,16,23,24,15
1571,13144,05,07,12,19,27,31,02
1572,13143,12,18,21,22,27,32,11
1573,13142,11,12,14,20,22,29,14
1574,13141,03,04,05,25,30,31,04
1575,13140,01,05,12,13,21,22,10
1576,13139,07,08,11,13,21,27,08
1577,13138,04,15,16,24,27,28,03
1578,13137,04,17,19,23,24,27,10
1579,13136,04,06,14,16,18,26,06
1580,13135,09,23,24,25,29,31,12
1581,13134,01,17,18,19,25,29,10
1582,13133,04,07,12,19,22,25,01
1583,13132,20,21,22,23,25,27,12
1584,13131,04,06,12,17,19,26,09
1585,13130,01,03,15,16,31,33,08
1586,13129,05,06,10,14,27,31,14
1587,13128,07,13,17,19,25,31,08
1588,13127,02,03,13,20,22,33,14
1589,13126,04,10,19,27,31,33,16
1590,13125,04,06,08,18,25,28,16
1591,13124,03,09,15,23,25,30,07
1592,13123,01,02,06,11,17,25,02
1593,13122,07,10,13,15,26,27,11
1594,13121,04,05,06,07,25,27,07
1595,13120,05,06,13,18,23,31,11
1596,13119,05,15,20,22,26,32,09
1597,13118,02,03,17,22,32,33,16
1598,13117,09,12,13,24,27,33,16
1599,13116,12,15,21,26,32,33,07
1600,13115,03,12,16,17,18,27,08
1601,13114,04,06,17,21,23,33,07
1602,13113,04,07,11,17,24,33,09
1603,13112,01,06,12,13,22,31,07
1604,13111,01,02,03,06,08,33,13
1605,13110,15,17,18,21,29,32,13
1606,13109,09,23,24,27,29,32,08
1607,13108,16,21,22,28,31,32,05
1608,13107,07,09,11,17,28,31,11
1609,13106,09,11,23,30,31,32,06
1610,13105,01,11,23,27,31,32,09
1611,13104,01,02,04,15,17,28,11
1612,13103,02,04,09,13,18,20,07
1613,13102,02,04,05,06,08,16,03
1614,13101,05,07,09,23,27,32,01
1615,13100,04,08,11,14,16,20,11
1616,13099,05,11,20,21,26,31,03
1617,13098,07,15,18,19,20,26,14
1618,13097,05,14,17,22,23,25,07
1619,13096,01,02,22,28,29,30,15
1620,13095,01,06,15,19,28,29,10
1621,13094,02,04,14,18,20,22,07
1622,13093,01,02,08,26,29,31,14
1623,13092,07,11,15,21,26,31,06
1624,13091,04,14,24,25,28,31,10
1625,13090,02,05,11,23,24,29,08
1626,13089,04,08,12,19,21,25,13
1627,13088,09,15,20,21,22,24,14
1628,13087,02,13,19,23,24,28,05
1629,13086,02,04,11,13,16,26,11
1630,13085,02,08,12,14,16,32,16
1631,13084,05,07,09,11,20,21,03
1632,13083,05,06,12,14,19,23,09
1633,13082,04,13,14,20,22,30,06
1634,13081,01,04,10,13,21,31,13
1635,13080,10,11,12,23,28,32,16
1636,13079,07,13,17,19,22,26,13
1637,13078,03,05,17,18,26,27,15
1638,13077,09,14,23,24,26,29,03
1639,13076,14,23,24,26,29,30,03
1640,13075,04,06,09,25,30,33,14
1641,13074,03,06,08,14,19,32,03
1642,13073,02,09,13,17,20,28,11
1643,13072,02,08,11,14,19,33,09
1644,13071,05,12,21,23,26,28,09
1645,13070,02,03,09,10,28,30,06
1646,13069,07,16,17,18,30,33,06
1647,13068,02,07,13,20,25,27,06
1648,13067,01,04,09,15,22,30,06
1649,13066,01,03,16,17,20,32,07
1650,13065,07,18,19,23,29,30,02
1651,13064,01,09,13,22,25,32,12
1652,13063,10,15,18,20,23,31,12
1653,13062,01,06,07,19,22,27,02
1654,13061,05,06,07,12,13,18,12
1655,13060,05,07,10,13,19,20,15
1656,13059,03,10,18,24,27,29,09
1657,13058,08,11,17,21,23,24,05
1658,13057,13,16,19,23,26,28,05
1659,13056,03,12,25,26,28,29,16
1660,13055,08,18,19,22,27,32,06
1661,13054,03,04,08,14,21,28,14
1662,13053,03,12,13,22,30,33,14
1663,13052,06,07,14,21,22,24,13
1664,13051,08,12,15,19,28,29,02
1665,13050,03,07,13,18,22,25,03
1666,13049,10,13,14,16,21,32,14
1667,13048,10,13,17,28,30,32,04
1668,13047,01,08,11,17,27,30,12
1669,13046,03,16,19,20,24,26,06
1670,13045,06,07,08,14,23,31,12
1671,13044,03,05,11,18,26,28,06
1672,13043,03,06,14,15,17,25,16
1673,13042,01,08,12,13,15,33,03
1674,13041,02,10,12,17,23,24,05
1675,13040,02,04,10,12,17,30,10
1676,13039,01,02,14,15,24,29,06
1677,13038,09,10,12,14,15,19,11
1678,13037,02,15,18,27,28,32,14
1679,13036,04,05,09,27,29,31,13
1680,13035,01,14,15,17,26,30,02
1681,13034,06,15,20,22,26,33,09
1682,13033,05,06,13,17,19,28,01
1683,13032,04,21,25,29,30,33,03
1684,13031,03,13,14,15,21,33,03
1685,13030,07,14,18,25,26,29,06
1686,13029,06,07,10,19,23,29,12
1687,13028,07,08,14,25,26,28,13
1688,13027,01,02,04,12,21,24,12
1689,13026,04,11,14,15,22,31,11
1690,13025,16,17,18,24,25,30,08
1691,13024,04,05,13,23,27,30,09
1692,13023,03,06,15,18,30,32,05
1693,13022,02,04,07,09,15,20,07
1694,13021,01,06,17,19,26,31,11
1695,13020,01,07,08,12,16,21,01
1696,13019,01,02,05,16,20,26,06
1697,13018,02,08,13,28,29,30,05
1698,13017,04,06,12,30,31,32,09
1699,13016,02,05,06,12,14,28,05
1700,13015,05,06,07,11,13,18,15
1701,13014,02,04,05,17,19,20,08
1702,13013,05,06,13,19,22,28,09
1703,13012,06,14,17,22,28,29,02
1704,13011,03,12,17,24,27,29,09
1705,13010,01,09,11,17,32,33,12
1706,13009,01,04,09,13,16,23,02
1707,13008,03,08,17,21,25,32,15
1708,13007,02,09,15,22,26,32,01
1709,13006,09,10,13,17,22,30,13
1710,13005,01,13,14,25,31,32,12
1711,13004,06,10,16,20,27,32,08
1712,13003,22,23,26,27,28,33,09
1713,13002,01,16,18,22,28,30,12
1714,13001,06,08,14,15,24,25,06
1715,12154,05,07,12,16,28,32,04
1716,12153,04,05,11,21,27,28,10
1717,12152,10,12,18,22,28,29,07
1718,12151,05,14,24,25,26,32,01
1719,12150,09,11,17,23,24,26,07
1720,12149,01,05,13,25,26,32,13
1721,12148,03,06,11,17,21,31,07
1722,12147,02,12,15,23,24,32,09
1723,12146,01,05,07,13,29,32,13
1724,12145,05,20,26,27,28,33,03
1725,12144,03,10,12,13,27,30,04
1726,12143,07,08,18,25,30,32,06
1727,12142,05,18,22,28,29,31,06
1728,12141,03,05,08,19,20,27,09
1729,12140,14,18,27,30,31,33,15
1730,12139,08,19,21,24,28,31,15
1731,12138,01,07,16,17,19,21,14
1732,12137,01,02,04,06,13,17,07
1733,12136,02,07,08,17,21,28,11
1734,12135,02,05,07,08,11,17,16
1735,12134,02,05,06,07,13,23,15
1736,12133,01,08,11,20,21,29,02
1737,12132,07,12,16,17,21,25,10
1738,12131,06,18,19,26,28,32,12
1739,12130,01,03,15,20,22,31,03
1740,12129,01,07,09,17,21,29,01
1741,12128,05,09,12,29,30,31,05
1742,12127,01,09,11,21,26,32,08
1743,12126,03,05,12,15,23,24,07
1744,12125,08,12,13,26,29,33,01
1745,12124,06,07,21,25,27,33,11
1746,12123,08,10,16,25,28,33,09
1747,12122,12,13,19,22,28,29,11
1748,12121,01,07,08,20,23,24,11
1749,12120,01,04,20,24,28,29,16
1750,12119,12,20,25,26,27,28,13
1751,12118,05,06,07,12,15,28,11
1752,12117,13,15,18,20,24,28,09
1753,12116,03,21,26,29,31,32,03
1754,12115,03,08,20,24,26,32,14
1755,12114,01,06,11,26,27,29,15
1756,12113,03,06,09,13,18,32,06
1757,12112,08,15,20,21,27,31,06
1758,12111,02,09,10,20,22,31,13
1759,12110,03,07,10,13,22,32,09
1760,12109,02,12,24,26,29,31,03
1761,12108,01,09,12,13,19,28,13
1762,12107,11,12,15,24,25,31,09
1763,12106,13,14,20,22,23,32,16
1764,12105,06,13,14,15,17,30,04
1765,12104,04,05,09,10,19,28,03
1766,12103,04,09,11,14,32,33,02
1767,12102,13,25,27,28,29,30,15
1768,12101,09,12,17,18,20,33,02
1769,12100,05,07,15,18,25,33,10
1770,12099,08,12,15,16,21,27,16
1771,12098,02,12,19,26,29,31,09
1772,12097,05,08,13,14,19,22,06
1773,12096,04,07,11,16,29,33,07
1774,12095,17,24,27,28,29,30,02
1775,12094,06,09,14,16,23,33,15
1776,12093,03,05,19,21,24,33,13
1777,12092,06,13,17,18,28,32,03
1778,12091,01,05,07,08,19,21,16
1779,12090,02,13,20,25,29,30,11
1780,12089,03,07,10,13,14,25,11
1781,12088,03,05,23,24,27,31,15
1782,12087,03,10,11,13,14,22,09
1783,12086,08,09,13,15,22,23,08
1784,12085,05,17,24,30,31,33,05
1785,12084,02,10,20,26,28,29,14
1786,12083,04,09,14,15,26,33,04
1787,12082,02,04,11,18,22,29,06
1788,12081,02,05,10,24,25,29,06
1789,12080,04,09,14,15,16,27,03
1790,12079,06,07,12,24,30,33,12
1791,12078,08,15,22,24,28,33,12
1792,12077,02,04,13,18,26,28,12
1793,12076,11,18,22,27,29,30,15
1794,12075,04,06,22,23,29,32,11
1795,12074,15,16,18,19,28,32,08
1796,12073,04,07,09,10,17,27,05
1797,12072,02,03,07,09,13,30,06
1798,12071,03,04,19,21,22,23,08
1799,12070,02,03,04,24,31,32,11
1800,12069,08,10,11,18,20,29,06
1801,12068,05,17,22,26,32,33,10
1802,12067,04,05,10,21,26,30,16
1803,12066,01,02,09,26,29,33,12
1804,12065,08,10,18,19,27,31,14
1805,12064,05,10,11,16,23,24,11
1806,12063,02,10,17,19,24,27,12
1807,12062,02,13,16,17,20,31,07
1808,12061,03,08,11,12,14,18,14
1809,12060,07,10,13,16,17,29,01
1810,12059,04,13,21,22,26,31,01
1811,12058,03,06,15,20,25,26,04
1812,12057,03,05,19,21,27,31,04
1813,12056,04,07,14,17,26,31,10
1814,12055,04,06,13,20,24,28,01
1815,12054,06,14,18,20,30,33,14
1816,12053,04,15,22,25,27,33,04
1817,12052,02,03,05,06,20,24,04
1818,12051,02,12,14,17,30,31,09
1819,12050,07,13,15,17,19,24,11
1820,12049,04,12,13,19,20,32,02
1821,12048,01,05,14,22,24,30,10
1822,12047,06,07,11,16,32,33,11
1823,12046,04,12,19,20,23,33,06
1824,12045,08,11,20,21,27,30,09
1825,12044,06,09,10,14,22,25,03
1826,12043,02,09,11,21,26,33,03
1827,12042,05,06,11,19,24,28,16
1828,12041,08,11,15,20,24,32,02
1829,12040,03,08,09,22,25,31,10
1830,12039,01,02,05,13,22,29,08
1831,12038,09,10,11,15,19,33,16
1832,12037,05,14,19,24,28,33,09
1833,12036,02,11,13,18,19,26,09
1834,12035,09,11,12,21,24,26,05
1835,12034,02,03,08,23,32,33,16
1836,12033,02,03,15,16,17,27,04
1837,12032,01,02,10,17,22,24,04
1838,12031,04,16,22,24,27,31,03
1839,12030,09,10,17,18,21,31,08
1840,12029,04,07,15,25,26,28,03
1841,12028,10,15,20,21,28,30,11
1842,12027,04,16,22,25,30,31,12
1843,12026,03,07,09,15,24,25,16
1844,12025,03,08,09,17,25,27,06
1845,12024,04,12,19,21,25,28,13
1846,12023,05,09,15,23,24,33,02
1847,12022,04,08,12,24,26,27,04
1848,12021,01,15,16,18,22,30,03
1849,12020,03,08,12,18,23,29,11
1850,12019,07,14,18,20,22,30,16
1851,12018,03,05,06,22,26,32,15
1852,12017,06,09,14,19,25,28,10
1853,12016,02,05,12,17,22,25,08
1854,12015,01,03,06,10,21,23,15
1855,12014,01,02,05,16,28,30,12
1856,12013,06,08,24,29,30,32,13
1857,12012,15,17,18,20,23,27,01
1858,12011,04,14,15,16,20,26,05
1859,12010,01,03,13,19,25,26,10
1860,12009,04,16,24,26,27,33,11
1861,12008,01,12,20,23,24,29,08
1862,12007,10,17,19,27,28,32,04
1863,12006,02,22,25,29,32,33,08
1864,12005,07,09,18,27,31,33,06
1865,12004,01,05,10,11,21,23,16
1866,12003,03,06,08,24,29,31,09
1867,12002,02,03,07,09,10,32,13
1868,12001,01,04,05,09,15,17,06
1869,11153,05,08,09,10,20,25,13
1870,11152,04,10,11,12,21,26,13
1871,11151,07,11,16,19,31,33,10
1872,11150,08,10,12,15,22,27,13
1873,11149,04,05,06,07,23,31,16
1874,11148,05,14,22,23,25,26,14
1875,11147,04,08,12,17,18,30,10
1876,11146,11,23,26,28,32,33,10
1877,11145,02,04,14,15,26,30,04
1878,11144,01,02,09,10,16,24,03
1879,11143,07,08,12,14,15,30,16
1880,11142,12,15,16,26,29,31,02
1881,11141,02,04,06,19,24,29,11
1882,11140,04,18,20,22,27,29,06
1883,11139,08,20,24,27,30,31,03
1884,11138,01,05,15,24,28,32,07
1885,11137,02,11,18,23,30,33,13
1886,11136,02,04,06,20,22,31,07
1887,11135,12,13,17,20,25,26,12
1888,11134,01,02,06,07,30,31,10
1889,11133,12,14,20,21,25,31,16
1890,11132,02,05,12,13,25,33,07
1891,11131,02,07,09,17,21,25,01
1892,11130,07,14,18,23,25,32,15
1893,11129,07,10,11,21,23,26,06
1894,11128,09,11,14,17,19,23,12
1895,11127,16,19,22,23,27,29,11
1896,11126,03,07,13,18,23,26,16
1897,11125,03,10,15,24,27,32,08
1898,11124,09,18,19,26,31,32,16
1899,11123,01,04,05,14,19,28,16
1900,11122,10,12,18,26,27,31,03
1901,11121,04,14,22,25,32,33,02
1902,11120,04,14,17,28,30,33,07
1903,11119,09,12,14,19,28,32,01
1904,11118,05,06,11,14,20,21,10
1905,11117,08,10,19,26,28,30,04
1906,11116,01,07,11,12,17,27,05
1907,11115,07,08,09,12,17,33,16
1908,11114,01,14,15,16,30,32,09
1909,11113,06,10,11,25,32,33,05
1910,11112,03,05,16,18,23,24,15
1911,11111,01,03,05,20,25,27,04
1912,11110,12,14,21,26,28,33,12
1913,11109,01,03,09,15,16,33,15
1914,11108,02,17,22,26,29,33,10
1915,11107,04,09,16,17,22,29,15
1916,11106,02,11,12,14,24,32,14
1917,11105,04,06,23,25,27,28,01
1918,11104,09,10,16,20,25,29,09
1919,11103,04,05,10,13,15,16,12
1920,11102,01,05,13,21,27,31,11
1921,11101,06,10,19,23,29,31,06
1922,11100,07,11,21,23,31,32,05
1923,11099,10,12,13,21,26,27,14
1924,11098,03,07,20,21,22,32,05
1925,11097,09,17,19,20,21,26,16
1926,11096,01,04,07,13,14,19,15
1927,11095,03,07,08,10,23,24,05
1928,11094,09,11,12,17,18,19,05
1929,11093,04,07,11,13,23,30,09
1930,11092,05,10,17,26,31,32,04
1931,11091,09,15,21,23,28,30,03
1932,11090,02,05,14,18,21,25,16
1933,11089,01,02,11,24,29,30,12
1934,11088,03,09,17,20,21,29,04
1935,11087,02,03,04,05,18,28,01
1936,11086,06,07,09,12,17,24,09
1937,11085,03,06,11,21,24,31,10
1938,11084,09,10,12,16,18,32,15
1939,11083,07,16,18,24,28,29,06
1940,11082,07,16,17,20,25,26,04
1941,11081,06,14,19,23,25,32,12
1942,11080,02,07,09,25,31,32,09
1943,11079,03,14,15,16,24,29,05
1944,11078,03,05,13,20,22,29,09
1945,11077,01,07,08,15,26,29,10
1946,11076,06,19,21,26,32,33,13
1947,11075,07,09,10,12,31,32,13
1948,11074,02,21,26,28,29,32,01
1949,11073,03,04,05,12,17,21,14
1950,11072,01,06,10,11,18,27,12
1951,11071,01,02,15,22,28,30,02
1952,11070,01,03,05,12,21,28,12
1953,11069,02,13,16,18,24,30,12
1954,11068,03,07,10,15,19,24,10
1955,11067,17,19,20,24,25,27,12
1956,11066,04,06,14,17,30,32,12
1957,11065,04,16,23,25,27,29,03
1958,11064,03,06,07,29,30,33,02
1959,11063,04,06,13,15,18,19,05
1960,11062,04,08,09,10,29,30,03
1961,11061,02,03,08,13,19,21,03
1962,11060,10,11,13,21,27,31,01
1963,11059,24,26,27,29,31,33,16
1964,11058,07,18,22,30,32,33,06
1965,11057,04,06,20,21,26,33,02
1966,11056,13,16,19,20,23,25,10
1967,11055,08,13,16,17,29,32,16
1968,11054,08,11,16,17,22,33,08
1969,11053,03,06,10,12,22,30,15
1970,11052,04,05,08,19,27,28,08
1971,11051,01,07,11,14,15,16,14
1972,11050,04,05,19,22,28,29,15
1973,11049,01,11,17,18,27,31,14
1974,11048,10,14,18,25,26,27,15
1975,11047,04,13,23,25,27,33,14
1976,11046,09,17,18,26,29,30,08
1977,11045,02,16,17,20,26,32,08
1978,11044,03,14,16,26,27,31,09
1979,11043,04,13,14,17,25,31,04
1980,11042,05,13,15,17,19,21,15
1981,11041,04,10,12,13,30,32,13
1982,11040,05,11,14,24,26,28,13
1983,11039,03,07,10,16,24,29,13
1984,11038,02,14,15,19,23,24,12
1985,11037,01,03,04,06,17,25,11
1986,11036,02,11,20,22,24,31,05
1987,11035,13,14,18,20,27,31,02
1988,11034,13,14,17,19,24,31,08
1989,11033,02,08,12,13,19,29,04
1990,11032,03,05,07,13,14,15,15
1991,11031,16,17,24,28,29,32,12
1992,11030,02,09,19,24,25,33,10
1993,11029,01,04,09,10,20,31,07
1994,11028,01,04,05,14,16,17,01
1995,11027,13,18,21,22,25,26,01
1996,11026,07,08,17,19,21,26,12
1997,11025,08,25,26,31,32,33,09
1998,11024,05,07,10,19,26,31,14
1999,11023,02,03,06,21,22,25,05
2000,11022,02,07,14,16,17,21,05
2001,11021,01,02,14,18,25,31,08
2002,11020,12,16,17,19,24,30,05
2003,11019,02,04,12,19,32,33,16
2004,11018,13,15,18,28,30,33,01
2005,11017,02,06,15,23,26,33,08
2006,11016,03,04,16,17,22,29,13
2007,11015,03,06,13,26,27,29,07
2008,11014,05,07,10,11,23,26,16
2009,11013,01,03,13,16,21,22,08
2010,11012,07,08,11,13,15,26,13
2011,11011,01,12,18,19,21,24,10
2012,11010,01,04,05,09,15,19,13
2013,11009,17,18,23,24,25,26,04
2014,11008,10,12,13,17,24,31,15
2015,11007,01,09,17,24,26,31,05
2016,11006,01,03,05,13,16,18,05
2017,11005,06,09,12,14,20,22,13
2018,11004,04,06,08,10,13,26,05
2019,11003,13,14,21,22,23,27,04
2020,11002,06,08,12,17,28,33,05
2021,11001,03,09,20,24,26,32,10
2022,10153,03,06,12,19,30,31,13
2023,10152,04,09,17,21,25,31,01
2024,10151,02,13,14,17,19,26,14
2025,10150,02,17,18,23,29,30,06
2026,10149,02,07,08,16,25,30,09
2027,10148,01,03,07,18,23,27,12
2028,10147,02,08,15,18,24,30,03
2029,10146,01,17,18,22,25,32,01
2030,10145,03,21,24,27,28,31,08
2031,10144,02,03,08,15,19,21,11
2032,10143,09,16,18,26,30,31,14
2033,10142,02,16,18,23,26,27,10
2034,10141,02,03,07,18,23,27,06
2035,10140,01,12,13,18,26,29,15
2036,10139,11,13,18,20,26,31,09
2037,10138,01,21,23,24,26,30,05
2038,10137,07,09,10,13,19,33,06
2039,10136,04,10,23,24,26,33,10
2040,10135,04,10,13,25,26,30,10
2041,10134,09,15,16,22,27,28,06
2042,10133,03,09,17,21,26,32,01
2043,10132,02,10,12,18,24,33,15
2044,10131,05,06,15,16,19,26,06
2045,10130,01,02,07,15,21,31,16
2046,10129,04,08,14,25,28,32,16
2047,10128,04,11,19,20,24,28,12
2048,10127,01,04,08,17,25,33,01
2049,10126,03,13,18,20,27,28,05
2050,10125,06,07,13,23,28,29,09
2051,10124,02,06,08,11,12,25,02
2052,10123,06,12,15,18,29,32,10
2053,10122,02,09,12,16,25,27,06
2054,10121,08,11,13,18,25,30,15
2055,10120,01,02,05,06,10,29,16
2056,10119,07,17,25,27,30,31,09
2057,10118,05,08,11,13,15,25,05
2058,10117,01,08,20,22,24,28,01
2059,10116,05,09,10,20,22,26,07
2060,10115,01,22,24,25,29,33,15
2061,10114,01,08,11,15,17,25,01
2062,10113,05,10,15,18,20,28,10
2063,10112,01,08,18,24,29,30,16
2064,10111,04,07,08,13,17,18,10
2065,10110,01,03,12,24,26,27,01
2066,10109,04,15,18,25,29,32,15
2067,10108,02,04,08,20,23,24,07
2068,10107,08,12,15,17,22,33,16
2069,10106,02,06,08,15,26,29,16
2070,10105,01,08,09,19,21,31,11
2071,10104,07,17,23,24,27,32,02
2072,10103,06,09,14,17,20,33,09
2073,10102,04,11,16,20,22,29,10
2074,10101,04,09,18,21,25,26,06
2075,10100,01,06,12,22,23,26,08
2076,10099,03,04,17,24,27,30,06
2077,10098,01,03,08,16,29,33,07
2078,10097,10,16,18,21,24,26,01
2079,10096,07,12,21,23,24,28,03
2080,10095,09,11,16,17,25,27,14
2081,10094,03,05,07,27,31,32,10
2082,10093,09,10,19,28,32,33,06
2083,10092,03,13,19,27,28,30,02
2084,10091,06,13,16,20,22,24,16
2085,10090,01,06,10,15,25,31,14
2086,10089,07,08,09,16,23,26,01
2087,10088,05,06,15,23,27,30,12
2088,10087,01,08,16,17,25,30,10
2089,10086,05,21,28,29,30,31,08
2090,10085,01,08,12,13,24,27,08
2091,10084,02,10,14,18,20,30,03
2092,10083,02,20,21,22,23,31,12
2093,10082,01,08,13,14,27,31,02
2094,10081,02,03,09,24,26,27,05
2095,10080,08,10,13,14,16,23,16
2096,10079,08,11,12,14,18,22,02
2097,10078,01,03,09,11,17,23,12
2098,10077,02,08,14,20,21,24,09
2099,10076,01,12,14,29,31,32,15
2100,10075,05,09,12,13,15,22,14
2101,10074,02,10,17,18,19,29,15
2102,10073,01,16,20,23,27,31,02
2103,10072,06,08,22,23,30,31,01
2104,10071,05,13,14,17,20,26,01
2105,10070,08,13,23,27,31,33,07
2106,10069,12,14,20,22,24,32,11
2107,10068,03,13,18,20,23,28,13
2108,10067,01,07,10,14,21,25,01
2109,10066,01,03,21,22,31,32,07
2110,10065,02,07,08,17,30,32,12
2111,10064,08,14,25,26,30,31,11
2112,10063,02,06,10,17,23,24,03
2113,10062,11,13,15,20,31,33,03
2114,10061,02,04,16,19,22,26,12
2115,10060,01,08,15,18,22,27,09
2116,10059,01,09,11,12,18,30,10
2117,10058,01,04,11,17,19,29,12
2118,10057,05,11,12,19,25,32,05
2119,10056,01,02,03,08,13,32,07
2120,10055,02,03,13,19,20,23,08
2121,10054,01,06,08,12,14,25,06
2122,10053,03,22,24,27,28,30,14
2123,10052,01,02,19,23,27,29,10
2124,10051,04,17,23,27,28,32,03
2125,10050,07,21,22,26,28,30,11
2126,10049,01,06,10,26,27,28,02
2127,10048,01,06,08,10,23,33,02
2128,10047,03,10,13,20,21,32,15
2129,10046,11,12,21,23,27,32,05
2130,10045,02,03,04,13,20,29,01
2131,10044,03,09,21,23,27,31,05
2132,10043,04,10,19,22,28,33,04
