,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2
1434,14116,06,13,15,24,27,04,05
1435,14115,01,05,26,29,30,02,10
1436,14114,03,16,24,30,33,05,08
1437,14113,02,13,17,19,23,01,06
1438,14112,03,05,14,18,32,02,10
1439,14111,11,16,18,20,29,03,04
1440,14110,09,18,19,22,24,08,11
1441,14109,15,18,20,21,23,01,02
1442,14108,01,02,13,23,35,09,12
1443,14107,05,13,14,21,34,08,10
1444,14106,05,09,11,20,22,05,11
1445,14105,04,10,26,29,32,04,08
1446,14104,07,13,14,28,32,04,11
1447,14103,14,20,23,25,26,10,12
1448,14102,01,07,14,19,20,03,12
1449,14101,09,10,12,17,28,03,11
1450,14100,02,04,08,12,35,01,07
1451,14099,15,21,22,23,33,01,07
1452,14098,16,18,22,25,35,03,10
1453,14097,03,15,20,21,23,07,09
1454,14096,03,07,21,23,31,05,10
1455,14095,06,22,30,31,34,05,06
1456,14094,13,14,24,25,34,04,07
1457,14093,03,08,30,32,34,09,11
1458,14092,02,18,27,30,32,05,11
1459,14091,10,16,18,29,32,02,07
1460,14090,02,03,20,23,28,06,08
1461,14089,02,08,12,29,30,07,12
1462,14088,07,13,20,25,26,08,11
1463,14087,04,07,31,33,35,09,10
1464,14086,06,08,27,29,35,03,09
1465,14085,06,12,13,25,29,11,12
1466,14084,02,07,09,11,28,05,09
1467,14083,18,20,24,33,35,05,10
1468,14082,01,08,18,23,25,08,12
1469,14081,03,05,08,10,25,09,12
1470,14080,17,20,23,25,27,03,10
1471,14079,09,10,20,31,32,06,10
1472,14078,10,15,16,22,28,04,05
1473,14077,09,16,26,31,32,01,05
1474,14076,05,10,19,31,32,09,10
1475,14075,05,07,29,32,35,04,10
1476,14074,06,11,22,27,30,05,11
1477,14073,04,05,07,13,35,05,06
1478,14072,17,19,22,24,30,02,09
1479,14071,04,14,15,22,23,01,07
1480,14070,01,02,07,10,32,04,12
1481,14069,16,22,27,29,31,02,09
1482,14068,05,15,24,29,35,05,06
1483,14067,03,18,23,24,31,03,07
1484,14066,08,14,16,20,31,03,11
1485,14065,07,12,19,31,33,07,12
1486,14064,08,15,33,34,35,01,08
1487,14063,11,17,21,23,34,03,04
1488,14062,04,07,17,24,25,02,04
1489,14061,04,11,17,20,29,06,10
1490,14060,12,22,29,30,34,05,11
1491,14059,07,15,17,25,29,04,11
1492,14058,09,15,22,24,26,02,07
1493,14057,08,10,20,27,33,01,09
1494,14056,12,18,28,29,35,07,08
1495,14055,04,23,26,27,35,10,11
1496,14054,02,03,20,25,34,01,12
1497,14053,02,11,17,27,30,03,04
1498,14052,14,19,21,24,30,02,07
1499,14051,01,07,11,29,30,03,11
1500,14050,10,18,27,28,35,01,06
1501,14049,03,15,17,22,31,03,05
1502,14048,01,02,05,15,35,01,11
1503,14047,06,17,18,30,34,06,12
1504,14046,03,15,18,21,26,01,06
1505,14045,06,10,12,16,30,02,11
1506,14044,22,23,25,27,35,03,11
1507,14043,01,11,23,29,30,01,12
1508,14042,16,21,25,27,35,06,11
1509,14041,05,07,11,15,18,05,12
1510,14040,12,15,21,30,33,02,08
1511,14039,02,05,11,15,20,08,11
1512,14038,07,08,12,20,32,03,05
1513,14037,03,04,08,19,34,02,04
1514,14036,01,02,12,17,29,03,08
1515,14035,09,12,14,28,29,03,10
1516,14034,03,11,14,27,32,05,07
1517,14033,01,07,08,28,29,04,08
1518,14032,02,05,06,09,31,02,09
1519,14031,06,15,27,32,33,03,04
1520,14030,03,14,18,29,35,11,12
1521,14029,03,21,22,23,35,05,09
1522,14028,03,10,20,25,30,10,12
1523,14027,09,10,24,28,29,10,12
1524,14026,05,10,12,15,26,04,08
1525,14025,19,20,27,32,34,06,08
1526,14024,07,11,15,31,32,06,11
1527,14023,04,13,15,29,33,05,09
1528,14022,03,06,10,16,25,10,11
1529,14021,06,10,17,23,24,03,09
1530,14020,01,14,17,30,35,06,07
1531,14019,07,12,22,29,32,11,12
1532,14018,08,09,12,28,34,02,12
1533,14017,05,10,11,23,34,01,10
1534,14016,04,06,13,24,34,04,09
1535,14015,04,06,18,20,30,05,07
1536,14014,01,09,11,27,29,03,11
1537,14013,10,11,13,22,28,04,12
1538,14012,09,20,21,23,29,05,07
1539,14011,04,06,14,24,35,07,12
1540,14010,05,10,20,26,27,01,03
1541,14009,10,18,25,29,33,07,08
1542,14008,11,13,20,28,35,01,05
1543,14007,08,11,14,21,32,03,11
1544,14006,01,04,07,16,35,06,08
1545,14005,15,17,18,29,33,04,08
1546,14004,07,10,19,27,28,09,12
1547,14003,07,11,13,21,33,05,06
1548,14002,01,12,21,24,29,01,07
1549,14001,05,13,20,23,29,08,11
1550,13153,04,05,16,17,30,03,09
1551,13152,09,12,14,18,19,03,09
1552,13151,02,13,21,27,30,03,04
1553,13150,06,07,14,18,22,08,11
1554,13149,06,07,08,09,13,05,07
1555,13148,02,05,09,29,32,03,07
1556,13147,03,09,22,24,25,05,09
1557,13146,06,07,15,25,31,01,09
1558,13145,02,13,15,18,20,02,11
1559,13144,03,20,21,23,35,02,08
1560,13143,03,08,14,21,31,06,08
1561,13142,06,11,25,28,29,04,12
1562,13141,05,15,18,25,31,08,10
1563,13140,01,12,17,26,28,01,06
1564,13139,05,06,18,20,31,06,07
1565,13138,03,08,13,17,24,07,09
1566,13137,04,12,32,33,34,06,08
1567,13136,05,11,15,25,28,05,11
1568,13135,04,13,19,25,26,07,12
1569,13134,02,13,19,23,32,02,09
1570,13133,02,08,10,16,17,09,12
1571,13132,23,26,28,31,34,02,10
1572,13131,12,15,29,30,31,04,12
1573,13130,08,09,15,19,30,06,09
1574,13129,11,23,29,30,33,01,04
1575,13128,11,13,27,33,35,01,02
1576,13127,03,14,16,19,32,05,10
1577,13126,09,10,15,18,30,03,06
1578,13125,04,08,14,23,28,04,08
1579,13124,05,07,18,21,32,10,11
1580,13123,02,09,10,33,34,05,12
1581,13122,15,17,20,24,35,04,12
1582,13121,03,18,19,20,24,03,12
1583,13120,06,14,15,22,26,03,11
1584,13119,01,02,16,23,35,01,11
1585,13118,04,06,11,20,31,01,05
1586,13117,05,16,23,25,33,07,12
1587,13116,13,22,23,30,33,09,11
1588,13115,05,16,29,32,34,04,11
1589,13114,06,17,21,23,33,01,09
1590,13113,19,21,23,28,30,08,12
1591,13112,02,10,20,22,29,05,12
1592,13111,07,12,13,20,27,01,03
1593,13110,07,16,18,32,33,02,07
1594,13109,13,20,26,29,32,02,06
1595,13108,05,10,13,15,18,02,11
1596,13107,07,13,14,18,25,05,12
1597,13106,06,07,12,13,27,03,12
1598,13105,07,13,27,30,34,01,12
1599,13104,02,05,11,27,29,01,11
1600,13103,05,08,13,16,31,03,09
1601,13102,06,12,15,19,26,02,11
1602,13101,04,09,13,15,32,02,09
1603,13100,09,12,24,26,30,05,09
1604,13099,04,11,28,30,33,05,12
1605,13098,02,06,16,29,34,10,11
1606,13097,07,08,13,17,32,03,08
1607,13096,17,19,20,22,26,06,08
1608,13095,03,17,28,30,33,01,10
1609,13094,03,28,33,34,35,06,09
1610,13093,01,05,17,18,26,05,07
1611,13092,07,10,21,27,33,03,09
1612,13091,04,09,28,34,35,02,08
1613,13090,02,26,30,31,33,11,12
1614,13089,06,07,23,24,29,04,11
1615,13088,03,05,08,33,35,01,03
1616,13087,09,12,22,32,34,02,04
1617,13086,09,16,26,29,31,06,09
1618,13085,08,19,23,27,32,03,05
1619,13084,08,22,26,29,35,01,05
1620,13083,26,29,30,32,35,04,10
1621,13082,03,09,25,26,33,03,12
1622,13081,07,09,15,17,23,02,07
1623,13080,06,21,23,27,31,04,06
1624,13079,09,10,17,21,34,01,07
1625,13078,02,07,23,31,33,02,08
1626,13077,24,26,30,32,35,06,12
1627,13076,13,15,16,26,27,09,10
1628,13075,01,11,13,19,35,07,08
1629,13074,06,14,20,24,32,01,07
1630,13073,03,05,23,27,31,02,06
1631,13072,12,27,28,33,35,03,05
1632,13071,13,19,26,27,28,03,11
1633,13070,09,12,18,21,29,01,08
1634,13069,06,12,13,16,30,07,12
1635,13068,10,17,27,34,35,05,07
1636,13067,02,03,05,08,29,10,12
1637,13066,06,07,13,33,34,02,11
1638,13065,09,28,31,34,35,02,09
1639,13064,21,24,26,28,32,01,03
1640,13063,03,05,11,27,28,05,06
1641,13062,01,05,08,09,12,09,12
1642,13061,01,14,18,21,32,05,10
1643,13060,15,25,26,32,35,05,10
1644,13059,03,08,11,24,27,07,12
1645,13058,20,21,27,31,35,07,11
1646,13057,07,15,27,33,35,07,10
1647,13056,11,22,30,32,35,03,04
1648,13055,04,05,22,23,24,03,09
1649,13054,05,08,21,30,32,01,08
1650,13053,13,31,33,34,35,05,07
1651,13052,01,02,10,29,31,01,10
1652,13051,05,08,15,18,33,07,08
1653,13050,14,22,30,32,33,07,08
1654,13049,18,22,25,31,32,04,06
1655,13048,10,11,23,32,33,01,04
1656,13047,12,20,28,30,35,03,11
1657,13046,15,16,19,25,32,05,11
1658,13045,08,11,12,21,25,02,07
1659,13044,07,11,13,18,28,05,10
1660,13043,07,13,25,34,35,07,09
1661,13042,02,06,22,23,33,01,06
1662,13041,03,13,14,15,34,05,08
1663,13040,16,17,22,26,35,03,10
1664,13039,06,23,30,33,35,07,10
1665,13038,01,19,24,25,26,07,09
1666,13037,02,26,31,32,34,06,08
1667,13036,08,12,32,33,35,03,05
1668,13035,05,14,28,32,34,07,08
1669,13034,01,03,11,19,29,04,08
1670,13033,12,18,22,28,31,01,11
1671,13032,12,27,28,33,35,01,08
1672,13031,12,17,18,26,32,10,11
1673,13030,03,05,09,10,28,05,07
1674,13029,05,07,17,25,26,04,10
1675,13028,13,19,28,30,34,08,12
1676,13027,03,12,14,24,35,03,08
1677,13026,02,10,16,30,33,05,06
1678,13025,03,23,25,26,28,10,12
1679,13024,09,12,14,18,24,01,04
1680,13023,05,19,24,26,35,05,07
1681,13022,03,04,13,17,23,03,08
1682,13021,23,24,28,30,33,01,11
1683,13020,06,11,20,31,32,05,09
1684,13019,06,12,17,29,30,07,11
1685,13018,20,23,31,33,34,03,09
1686,13017,11,14,22,29,34,05,11
1687,13016,05,15,19,27,32,08,09
1688,13015,14,15,26,32,33,01,11
1689,13014,05,08,25,29,31,02,04
1690,13013,13,15,29,30,35,01,11
1691,13012,01,14,31,32,34,02,11
1692,13011,01,02,08,15,23,06,09
1693,13010,09,15,17,18,29,09,11
1694,13009,10,17,19,27,29,05,12
1695,13008,02,07,25,29,34,03,06
1696,13007,14,29,32,33,34,03,06
1697,13006,08,20,25,31,32,05,07
1698,13005,18,22,26,28,31,10,12
1699,13004,07,08,12,20,25,03,07
1700,13003,01,16,18,21,31,09,12
1701,13002,04,20,27,31,32,06,12
1702,13001,06,09,11,31,32,05,11
1703,12154,03,26,27,31,32,03,09
1704,12153,08,09,10,13,22,05,10
1705,12152,04,17,26,33,34,02,08
1706,12151,03,19,20,24,33,03,04
1707,12150,02,14,18,24,31,02,03
1708,12149,02,10,23,33,34,05,10
1709,12148,04,16,27,29,34,06,11
1710,12147,02,03,17,19,33,02,09
1711,12146,01,10,13,17,26,06,08
1712,12145,05,22,31,33,35,06,09
1713,12144,11,13,14,21,29,01,10
1714,12143,09,27,29,30,31,03,06
1715,12142,15,19,29,34,35,07,10
1716,12141,03,11,19,23,34,02,12
1717,12140,07,17,27,28,29,09,10
1718,12139,09,10,12,22,25,04,11
1719,12138,13,17,27,31,33,06,12
1720,12137,03,12,20,21,27,01,06
1721,12136,02,23,29,30,31,01,04
1722,12135,03,05,17,18,33,06,07
1723,12134,01,06,18,32,35,02,07
1724,12133,05,07,13,29,30,01,05
1725,12132,05,08,21,25,33,01,11
1726,12131,02,16,18,27,30,08,12
1727,12130,14,19,23,29,30,06,07
1728,12129,01,07,21,28,31,03,09
1729,12128,09,10,19,30,31,04,11
1730,12127,12,13,14,25,35,10,12
1731,12126,13,14,21,28,29,05,10
1732,12125,06,14,17,22,35,01,02
1733,12124,07,11,19,20,35,05,10
1734,12123,05,08,18,30,33,01,09
1735,12122,23,24,25,29,31,03,12
1736,12121,07,18,20,29,30,05,06
1737,12120,02,10,21,23,29,03,04
1738,12119,05,06,09,19,32,06,09
1739,12118,05,17,25,30,33,01,12
1740,12117,01,12,18,21,33,07,08
1741,12116,01,11,18,20,22,07,10
1742,12115,01,06,13,19,23,06,09
1743,12114,03,06,21,33,35,01,07
1744,12113,03,10,22,27,29,03,12
1745,12112,01,02,28,31,35,05,07
1746,12111,01,24,25,30,33,04,11
1747,12110,01,11,17,19,26,05,12
1748,12109,01,22,30,32,35,09,11
1749,12108,06,07,12,24,35,02,06
1750,12107,04,07,09,22,33,01,03
1751,12106,15,23,25,29,31,09,10
1752,12105,05,06,14,15,31,06,08
1753,12104,16,18,24,25,27,04,09
1754,12103,02,09,18,23,24,01,04
1755,12102,02,04,06,13,35,04,08
1756,12101,02,05,08,09,31,03,07
1757,12100,07,09,13,19,27,01,03
1758,12099,12,18,24,25,32,02,12
1759,12098,02,11,28,29,30,06,12
1760,12097,09,17,24,29,32,01,02
1761,12096,05,10,19,24,35,08,09
1762,12095,06,09,22,27,30,08,12
1763,12094,02,14,23,32,35,01,10
1764,12093,02,16,21,31,33,04,11
1765,12092,08,09,23,25,31,02,12
1766,12091,03,10,28,31,33,01,09
1767,12090,02,21,27,29,33,02,10
1768,12089,06,12,21,29,32,06,11
1769,12088,13,17,24,30,35,02,10
1770,12087,01,06,07,21,31,04,11
1771,12086,03,20,25,29,32,05,10
1772,12085,07,18,29,31,33,10,12
1773,12084,21,24,27,29,31,01,02
1774,12083,16,19,28,29,31,05,08
1775,12082,02,04,09,10,15,08,10
1776,12081,10,16,17,30,35,01,08
1777,12080,11,12,14,25,28,02,05
1778,12079,01,05,25,32,33,01,10
1779,12078,01,02,23,25,35,05,12
1780,12077,10,30,32,33,34,02,03
1781,12076,02,14,16,22,24,02,05
1782,12075,07,09,10,18,22,05,10
1783,12074,10,22,23,30,32,01,07
1784,12073,18,23,29,33,34,02,07
1785,12072,04,08,17,22,25,04,10
1786,12071,13,23,29,31,34,06,08
1787,12070,09,22,23,32,34,06,08
1788,12069,02,04,22,25,34,02,11
1789,12068,01,21,31,32,35,03,06
1790,12067,20,22,27,30,33,01,02
1791,12066,01,20,25,29,33,04,06
1792,12065,10,22,28,29,34,05,11
1793,12064,09,12,13,15,30,09,10
1794,12063,11,25,26,29,35,01,02
1795,12062,21,32,33,34,35,08,09
1796,12061,05,10,14,27,33,07,09
1797,12060,02,16,21,24,30,06,10
1798,12059,09,13,19,21,27,03,04
1799,12058,13,21,29,31,35,04,12
1800,12057,01,02,14,33,34,03,05
1801,12056,11,21,23,26,34,07,09
1802,12055,07,22,26,32,33,01,08
1803,12054,01,16,18,27,30,10,11
1804,12053,11,12,26,28,31,07,12
1805,12052,10,20,26,31,33,10,12
1806,12051,01,02,17,18,33,05,12
1807,12050,13,17,22,28,29,01,10
1808,12049,09,18,22,27,31,10,12
1809,12048,06,09,26,30,35,05,06
1810,12047,05,07,17,30,34,03,10
1811,12046,04,08,19,23,27,04,11
1812,12045,05,11,17,20,28,11,12
1813,12044,03,04,14,32,35,01,02
1814,12043,01,06,25,31,34,03,09
1815,12042,07,24,27,28,35,07,12
1816,12041,01,02,13,22,23,02,10
1817,12040,02,13,23,28,29,01,05
1818,12039,15,21,22,24,35,01,05
1819,12038,11,23,25,31,35,01,03
1820,12037,09,13,27,31,35,03,10
1821,12036,01,09,20,30,31,08,12
1822,12035,01,04,30,32,35,08,12
1823,12034,01,08,15,16,29,08,09
1824,12033,08,13,19,27,32,01,08
1825,12032,07,08,16,26,34,07,11
1826,12031,19,21,23,25,30,03,08
1827,12030,03,21,22,26,32,01,03
1828,12029,04,07,08,18,29,07,10
1829,12028,10,12,15,33,34,03,10
1830,12027,03,10,11,22,31,05,07
1831,12026,10,11,22,23,29,02,09
1832,12025,01,02,05,12,27,04,07
1833,12024,03,11,17,21,30,03,07
1834,12023,07,09,17,29,35,09,10
1835,12022,07,12,20,33,35,01,10
1836,12021,10,15,21,31,34,07,08
1837,12020,12,14,27,29,34,03,06
1838,12019,07,09,17,30,34,01,12
1839,12018,03,10,14,29,31,04,08
1840,12017,06,11,22,29,34,03,12
1841,12016,05,14,20,29,31,08,12
1842,12015,12,13,24,26,33,06,08
1843,12014,10,14,24,30,32,01,12
1844,12013,07,08,11,12,24,01,02
1845,12012,06,18,22,30,35,02,07
1846,12011,05,19,22,29,30,02,04
1847,12010,25,26,29,32,34,05,07
1848,12009,06,14,20,29,35,09,10
1849,12008,06,08,30,31,32,01,11
1850,12007,04,05,13,17,25,07,10
1851,12006,03,20,22,25,27,01,09
1852,12005,01,02,29,31,33,07,12
1853,12004,10,11,22,31,32,06,07
1854,12003,16,22,24,33,34,03,10
1855,12002,03,11,14,26,29,07,08
1856,12001,07,27,28,32,33,01,12
1857,11154,04,12,16,20,28,08,11
1858,11153,06,22,29,30,35,03,05
1859,11152,01,04,06,21,35,02,11
1860,11151,07,11,14,20,27,03,10
1861,11150,13,22,30,33,34,06,12
1862,11149,02,07,12,29,31,03,05
1863,11148,07,10,11,26,31,03,04
1864,11147,01,15,16,27,28,02,07
1865,11146,09,13,19,29,34,02,11
1866,11145,07,15,19,24,29,04,06
1867,11144,07,18,24,28,33,02,03
1868,11143,08,09,12,25,33,07,10
1869,11142,04,26,30,33,34,04,06
1870,11141,02,11,19,22,35,10,12
1871,11140,01,12,32,33,34,09,11
1872,11139,04,06,10,15,16,03,04
1873,11138,17,23,26,30,32,06,12
1874,11137,02,15,18,23,31,01,02
1875,11136,08,09,11,19,33,03,12
1876,11135,06,22,29,33,35,03,12
1877,11134,01,10,12,14,17,09,10
1878,11133,04,11,23,26,35,03,12
1879,11132,12,14,16,19,33,02,09
1880,11131,03,05,12,18,33,07,11
1881,11130,08,09,13,23,35,11,12
1882,11129,01,07,13,18,23,04,08
1883,11128,03,04,06,11,13,01,02
1884,11127,01,11,22,26,29,05,08
1885,11126,07,17,29,30,33,10,12
1886,11125,07,10,27,34,35,10,12
1887,11124,08,12,14,20,25,06,08
1888,11123,10,14,18,19,35,01,06
1889,11122,03,08,23,24,34,05,12
1890,11121,02,03,30,31,33,03,09
1891,11120,20,25,26,30,31,09,10
1892,11119,04,15,20,26,31,06,12
1893,11118,04,07,11,32,35,05,07
1894,11117,10,12,28,32,33,03,05
1895,11116,10,15,18,19,26,07,12
1896,11115,17,26,30,31,35,06,11
1897,11114,06,08,17,27,35,02,11
1898,11113,04,05,07,10,12,04,05
1899,11112,06,17,28,32,33,08,12
1900,11111,02,11,13,23,31,11,12
1901,11110,30,31,33,34,35,04,07
1902,11109,01,11,12,22,34,08,10
1903,11108,07,15,18,24,28,01,07
1904,11107,02,06,18,30,32,01,08
1905,11106,01,09,29,30,35,05,09
1906,11105,02,11,26,32,33,05,12
1907,11104,07,19,27,28,34,02,05
1908,11103,03,04,26,29,34,01,03
1909,11102,19,24,28,31,34,04,12
1910,11101,05,12,20,28,30,03,07
1911,11100,08,11,13,28,33,08,09
1912,11099,02,06,09,12,20,05,08
1913,11098,06,07,28,33,35,01,10
1914,11097,04,19,28,31,33,11,12
1915,11096,03,08,20,24,25,01,02
1916,11095,09,12,17,19,29,06,11
1917,11094,11,21,22,32,34,04,08
1918,11093,04,06,08,19,31,10,11
1919,11092,10,17,19,32,33,01,12
1920,11091,11,17,23,29,30,06,08
1921,11090,02,04,29,30,34,05,08
1922,11089,05,06,23,27,34,03,04
1923,11088,20,21,27,29,35,03,08
1924,11087,06,13,20,25,34,07,09
1925,11086,04,05,06,09,15,01,06
1926,11085,02,17,19,21,22,03,10
1927,11084,14,29,31,34,35,01,12
1928,11083,06,08,18,20,24,04,08
1929,11082,07,20,25,30,32,05,09
1930,11081,04,13,20,21,35,02,09
1931,11080,05,12,30,31,32,01,03
1932,11079,01,03,23,30,31,02,10
1933,11078,04,09,16,27,30,02,06
1934,11077,05,08,19,33,34,01,12
1935,11076,18,23,25,29,30,01,02
1936,11075,06,09,20,23,28,06,10
1937,11074,07,16,23,28,31,03,06
1938,11073,13,19,20,22,33,05,11
1939,11072,03,11,13,20,35,03,08
1940,11071,27,31,33,34,35,04,06
1941,11070,09,19,22,29,30,02,08
1942,11069,03,05,28,29,33,04,12
1943,11068,01,13,16,18,32,07,09
1944,11067,10,17,22,24,32,03,10
1945,11066,06,13,18,20,33,09,10
1946,11065,03,11,14,25,34,01,04
1947,11064,01,06,27,30,34,01,06
1948,11063,10,17,18,26,32,01,05
1949,11062,06,10,17,20,21,03,07
1950,11061,06,07,16,18,20,04,10
1951,11060,03,25,29,32,34,09,10
1952,11059,09,16,21,29,34,07,10
1953,11058,01,09,27,32,33,03,06
1954,11057,07,11,30,31,34,09,12
1955,11056,03,05,29,30,31,08,10
1956,11055,01,07,31,32,35,02,10
1957,11054,05,09,16,26,35,03,10
1958,11053,03,16,28,31,32,01,09
1959,11052,13,24,31,32,33,03,09
1960,11051,06,08,12,17,18,05,10
1961,11050,04,07,29,32,33,08,10
1962,11049,05,06,10,22,25,01,09
1963,11048,13,17,25,27,28,02,03
1964,11047,02,15,22,33,35,05,08
1965,11046,09,15,16,19,29,04,06
1966,11045,13,21,22,29,31,07,11
1967,11044,11,21,24,26,31,06,07
1968,11043,02,08,23,33,35,05,10
1969,11042,06,09,18,30,32,10,12
1970,11041,04,05,11,13,25,03,06
1971,11040,03,07,15,18,20,01,06
1972,11039,01,11,14,22,34,06,08
1973,11038,07,09,11,13,33,10,12
1974,11037,01,12,14,22,24,10,12
1975,11036,03,18,29,30,33,08,09
1976,11035,03,04,13,15,32,04,09
1977,11034,03,06,09,17,27,03,09
1978,11033,03,19,24,29,33,03,09
1979,11032,07,16,23,31,33,03,10
1980,11031,12,17,19,22,35,04,11
1981,11030,15,19,25,30,33,03,08
1982,11029,03,09,17,24,28,06,12
1983,11028,01,02,13,17,28,01,04
1984,11027,05,14,25,34,35,02,05
1985,11026,01,09,15,20,29,07,09
1986,11025,08,09,25,28,29,02,10
1987,11024,12,15,16,20,33,08,12
1988,11023,05,13,16,18,24,02,12
1989,11022,09,14,24,25,34,01,04
1990,11021,01,09,13,17,30,02,08
1991,11020,09,12,19,22,28,01,05
1992,11019,08,21,23,27,33,06,11
1993,11018,16,22,24,32,34,02,10
1994,11017,16,19,24,26,31,02,04
1995,11016,15,20,30,33,35,06,09
1996,11015,08,18,19,22,23,01,03
1997,11014,02,14,20,21,24,02,09
1998,11013,05,08,14,28,30,04,06
1999,11012,03,12,19,25,30,08,11
2000,11011,02,17,23,24,30,02,09
2001,11010,04,08,10,14,27,05,07
2002,11009,09,10,11,14,24,03,08
2003,11008,01,23,26,27,30,05,06
2004,11007,14,24,32,33,35,02,09
2005,11006,02,08,16,26,35,11,12
2006,11005,01,07,25,27,30,07,12
2007,11004,07,08,10,23,25,07,09
2008,11003,01,24,27,30,31,01,06
2009,11002,11,13,27,28,29,02,06
2010,11001,07,08,15,32,34,05,12
2011,10153,06,07,16,24,35,04,06
2012,10152,02,05,18,22,23,07,12
2013,10151,01,10,32,33,35,03,08
2014,10150,05,24,28,29,35,01,09
2015,10149,05,22,24,25,30,01,06
2016,10148,03,04,08,10,35,02,06
2017,10147,01,15,19,21,23,11,12
2018,10146,14,17,30,31,34,04,10
2019,10145,18,19,27,28,33,03,06
2020,10144,02,11,16,22,31,10,11
2021,10143,10,16,18,22,27,06,08
2022,10142,10,11,19,21,27,04,06
2023,10141,05,11,17,23,33,03,10
2024,10140,06,18,20,30,31,03,06
2025,10139,03,13,16,19,29,07,09
2026,10138,08,12,14,19,27,05,06
2027,10137,22,27,28,33,35,09,11
2028,10136,03,13,18,30,33,07,08
2029,10135,14,17,19,26,32,03,04
2030,10134,09,12,13,19,30,04,05
2031,10133,11,16,17,21,22,03,06
2032,10132,18,21,23,25,29,06,11
2033,10131,10,15,22,28,29,04,12
2034,10130,05,06,09,10,34,08,11
2035,10129,14,15,24,25,26,03,07
2036,10128,06,17,19,29,35,02,08
2037,10127,03,22,24,30,33,04,10
2038,10126,03,05,09,13,33,05,11
2039,10125,01,07,09,14,19,09,12
2040,10124,01,09,27,29,34,01,06
2041,10123,18,20,30,32,33,01,11
2042,10122,05,06,11,13,26,02,07
2043,10121,21,22,31,32,34,02,12
2044,10120,08,10,18,34,35,06,10
2045,10119,05,13,14,23,26,02,03
2046,10118,19,22,23,29,35,08,10
2047,10117,04,06,21,27,34,05,09
2048,10116,14,22,27,28,35,04,10
2049,10115,05,07,10,15,32,03,08
2050,10114,03,07,22,25,35,03,11
2051,10113,05,16,22,23,32,04,10
2052,10112,14,15,18,34,35,08,10
2053,10111,03,06,13,14,29,01,02
2054,10110,21,29,30,33,35,07,11
2055,10109,01,02,08,11,25,10,12
2056,10108,01,10,13,19,34,09,12
2057,10107,14,17,22,27,34,03,05
2058,10106,05,27,28,29,34,09,12
2059,10105,05,17,26,27,35,08,09
2060,10104,14,25,30,32,33,01,11
2061,10103,10,14,29,30,35,05,08
2062,10102,04,15,19,24,35,01,10
2063,10101,11,15,22,27,35,05,08
2064,10100,19,20,30,33,35,06,08
2065,10099,03,11,17,21,30,01,08
2066,10098,02,03,12,13,25,01,07
2067,10097,09,17,21,28,29,02,08
2068,10096,04,09,24,30,35,01,10
2069,10095,12,14,16,19,25,01,06
2070,10094,20,32,33,34,35,06,07
2071,10093,02,04,09,28,29,05,08
2072,10092,02,15,29,30,34,02,12
2073,10091,06,10,23,26,31,05,07
2074,10090,08,24,26,31,32,07,09
2075,10089,04,10,13,18,23,08,10
2076,10088,03,05,14,30,35,03,06
2077,10087,01,12,20,21,24,02,08
2078,10086,01,02,12,19,35,05,07
2079,10085,02,10,16,18,34,02,03
2080,10084,03,13,14,22,26,02,05
2081,10083,07,11,21,22,35,04,07
2082,10082,05,08,24,29,30,04,06
2083,10081,14,18,20,24,27,05,10
2084,10080,08,19,27,29,34,04,10
2085,10079,01,04,21,22,24,02,05
2086,10078,02,03,15,28,35,01,11
2087,10077,06,07,09,17,24,02,12
2088,10076,09,12,16,19,35,02,12
2089,10075,10,12,17,23,27,05,07
2090,10074,03,07,20,27,32,02,12
2091,10073,04,09,11,30,32,01,11
2092,10072,05,10,17,23,25,03,10
2093,10071,07,12,26,30,32,02,07
2094,10070,05,14,23,25,28,11,12
2095,10069,06,17,18,25,29,08,09
2096,10068,11,17,19,20,34,06,10
2097,10067,01,11,19,30,32,03,10
2098,10066,15,21,22,24,27,01,06
2099,10065,05,08,13,14,32,08,11
2100,10064,07,10,12,20,21,06,09
2101,10063,07,14,16,30,31,03,06
2102,10062,06,07,18,30,31,07,08
2103,10061,05,12,14,17,22,05,07
2104,10060,10,13,22,33,34,01,05
2105,10059,06,10,14,25,34,01,03
2106,10058,06,15,17,19,30,01,12
2107,10057,15,17,24,32,35,07,09
2108,10056,05,09,23,25,30,09,12
2109,10055,13,14,17,27,32,02,10
2110,10054,12,25,29,30,33,10,11
2111,10053,09,19,22,26,34,09,11
2112,10052,04,06,25,29,32,05,06
2113,10051,06,10,20,24,32,06,10
2114,10050,07,08,15,30,35,05,10
2115,10049,01,25,29,31,33,04,10
2116,10048,02,03,10,12,25,03,09
2117,10047,04,08,11,30,31,02,08
2118,10046,02,15,19,26,27,05,06
2119,10045,08,17,18,20,28,09,10
2120,10044,06,21,24,28,30,02,07
2121,10043,05,08,10,33,35,02,10
2122,10042,01,05,19,34,35,06,07
2123,10041,16,22,28,29,34,04,12
2124,10040,13,20,26,31,35,02,11
2125,10039,07,19,26,28,32,01,08
2126,10038,08,10,25,29,33,01,02
2127,10037,19,21,26,34,35,01,09
2128,10036,19,25,28,31,33,01,08
2129,10035,14,16,20,31,34,01,07
2130,10034,01,06,19,25,26,03,09
